"Metering point","OBIS code","Unit","Started at","Value (1-65:1.29.3)","Interval length (min)","Estimated/measured/edited","Version"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T08:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T08:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T09:00:00+01:00","0.129","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T09:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T09:30:00+01:00","0.448","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T09:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T10:00:00+01:00","0.706","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T10:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T10:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T10:45:00+01:00","0.705","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T11:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T11:15:00+01:00","0.800","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T11:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T11:45:00+01:00","0.800","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T12:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T12:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T12:30:00+01:00","0.320","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T12:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T13:00:00+01:00","0.228","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T13:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T13:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T13:45:00+01:00","5.145","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T14:00:00+01:00","19.960","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T14:15:00+01:00","17.640","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T14:30:00+01:00","12.850","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T14:45:00+01:00","11.925","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T15:00:00+01:00","6.491","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T15:15:00+01:00","3.871","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T15:30:00+01:00","2.792","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T15:45:00+01:00","0.746","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T16:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T16:15:00+01:00","0.584","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T16:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T16:45:00+01:00","0.085","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T17:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T17:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T17:30:00+01:00","0.024","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T17:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T18:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T18:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T18:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T18:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T19:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T19:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T19:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T19:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T20:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T20:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T20:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T20:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T21:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T21:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T21:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T21:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T22:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T22:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T22:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T22:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T23:00:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T23:15:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T23:30:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-24T23:45:00+01:00","0.000","15","Measured","24"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T00:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T00:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T00:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T00:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T01:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T01:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T01:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T01:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T02:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T02:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T02:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T02:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T03:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T03:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T03:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T03:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T04:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T04:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T04:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T04:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T05:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T05:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T05:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T05:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T06:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T06:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T06:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T06:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T07:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T07:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T07:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T07:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T08:00:00+01:00","0.073","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T08:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T08:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T08:45:00+01:00","0.518","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T09:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T09:15:00+01:00","0.396","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T09:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T09:45:00+01:00","0.800","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T10:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T10:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T10:30:00+01:00","0.467","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T10:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T11:00:00+01:00","0.800","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T11:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T11:30:00+01:00","1.263","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T11:45:00+01:00","28.133","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T12:00:00+01:00","30.148","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T12:15:00+01:00","1.414","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T12:30:00+01:00","0.464","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T12:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T13:00:00+01:00","0.395","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T13:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T13:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T13:45:00+01:00","0.515","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T14:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T14:15:00+01:00","0.296","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T14:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T14:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T15:00:00+01:00","0.056","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T15:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T15:30:00+01:00","0.386","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T15:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T16:00:00+01:00","0.457","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T16:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T16:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T16:45:00+01:00","0.171","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T17:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T17:15:00+01:00","0.100","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T17:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T17:45:00+01:00","0.134","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T18:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T18:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T18:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T18:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T19:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T19:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T19:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T19:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T20:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T20:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T20:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T20:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T21:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T21:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T21:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T21:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T22:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T22:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T22:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T22:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T23:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T23:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T23:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-25T23:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T00:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T00:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T00:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T00:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T01:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T01:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T01:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T01:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T02:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T02:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T02:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T02:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T03:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T03:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T03:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T03:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T04:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T04:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T04:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T04:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T05:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T05:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T05:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T05:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T06:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T06:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T06:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T06:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T07:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T07:15:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T07:30:00+01:00","0.002","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T07:45:00+01:00","0.036","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T08:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T08:15:00+01:00","0.145","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T08:30:00+01:00","0.313","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T08:45:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T09:00:00+01:00","0.754","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T09:15:00+01:00","0.800","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T09:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T09:45:00+01:00","0.800","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T10:00:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T10:15:00+01:00","0.738","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T10:30:00+01:00","0.000","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T10:45:00+01:00","0.800","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T11:00:00+01:00","6.400","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T11:15:00+01:00","20.800","15","Measured","3"
"LU0000010669300000000000070620104","1-65:1.29.3","kW","2025-02-26T11:30:00+01:00","20.800","15","Measured","3"
